latitude;longitude;Altitude;caida;Temperature_1;Temperature_2;Barometric_Pressure;pitch;rueda;yaw;Accelerometer_X;Accelerometer_Y;Accelerometer_Z
38.540562;-121.746841;13.4;1;30.995446;31.0942;1010.097653;1.9872;2.6404;-10.1016;0.0468;-0.7761;0.6201
38.540558;-121.746841;12.5;1;31.007297;31.0942;1010.095023;1.978;2.6864;-10.1384;0.0624;-0.7878;0.6084
38.540554;-121.746841;11.5;1;31.019147;31.0942;1010.097333;2.0056;2.6588;-10.074;0.0351;-0.7917;0.6123
38.54055;-121.746849;10.7;1;31.03692;31.104271;1010.114785;1.9964;2.6772;-10.0924;0.0663;-0.7683;0.6318
38.54055;-121.746841;9.7;1;31.042844;31.104271;1010.083012;1.9688;2.7232;-10.1844;0.0624;-0.78;0.6357
38.540546;-121.746841;8.8;1;31.048768;31.11434;1010.087949;1.9964;2.6496;-10.1384;0.0702;-0.7917;0.6123
38.540546;-121.746841;7.8;1;31.048768;31.13448;1010.110666;1.9964;2.7048;-10.1108;0.0585;-0.7839;0.6123
38.540546;-121.746841;7.1;1;31.060616;31.11434;1010.078887;1.9504;2.6864;-10.166;0.039;-0.8034;0.6006
38.540546;-121.746834;10.1;1;31.066539;31.13448;1010.120193;1.9596;2.7048;-10.1568;0.0507;-0.7995;0.6201
38.54055;-121.746834;9.6;1;31.084308;31.13448;1010.117552;1.9412;2.668;-10.2212;0.039;-0.7995;0.6162
38.54055;-121.746826;8.5;1;31.084308;31.13448;1010.072113;2.0148;2.6956;-10.1108;0.0429;-0.7956;0.6006
38.54055;-121.746819;8.3;1;31.096154;31.14455;1010.08576;1.932;2.7324;-10.1016;0.0546;-0.7761;0.6318
38.540554;-121.746811;7.8;1;31.102076;31.14455;1010.120983;1.9596;2.7324;-10.12;0.0546;-0.7917;0.585
38.540554;-121.746811;8.5;1;31.119842;31.16469;1010.143341;2.0332;2.6864;-10.166;0.0585;-0.7878;0.6201
38.540558;-121.746803;9.6;1;31.131686;31.16469;1010.114185;1.9964;2.6588;-10.12;0.0429;-0.819;0.6201
38.540562;-121.746803;9.9;1;31.137607;31.174761;1010.13161;1.9596;2.6772;-10.0648;0.0429;-0.78;0.5889
38.540565;-121.746796;10.3;1;31.131686;31.174761;1010.066093;2.0148;2.6496;-10.1844;0.0429;-0.7917;0.6084
38.540573;-121.746788;11.7;1;31.143528;31.18483;1010.087302;1.932;2.7048;-10.2028;0.039;-0.7839;0.5967
38.540573;-121.74678;11.5;1;31.15537;31.18483;1010.078211;1.9688;2.6588;-10.0924;0.0429;-0.7761;0.5889
38.540577;-121.74678;11.8;1;31.167212;31.18483;1010.129712;1.9596;2.668;-10.1844;0.0468;-0.7917;0.5967
38.540581;-121.74678;11.9;1;31.190892;31.204969;1010.085397;1.9964;2.6404;-10.1108;0.039;-0.7683;0.5928
38.540585;-121.746773;12.3;1;31.184972;31.204969;1010.136895;1.9964;2.622;-10.1384;0.0468;-0.7917;0.6006
38.540585;-121.746773;13.4;1;31.179052;31.21504;1010.086528;1.9688;2.6588;-10.1384;0.0546;-0.7761;0.6162
38.540588;-121.746773;14;1;31.190892;31.21504;1010.097492;1.978;2.6496;-10.1108;0.0429;-0.7722;0.6006
38.540588;-121.746773;14.3;1;31.202731;31.204969;1010.102408;1.9228;2.6404;-10.1292;0.0351;-0.7956;0.6201
38.540592;-121.746773;14.4;1;31.21457;31.21504;1010.142538;1.9964;2.6772;-10.12;0.0624;-0.7995;0.6045
38.540592;-121.746765;15.5;1;31.21457;31.21504;1010.049383;1.9964;2.668;-10.12;0.0585;-0.8073;0.6123
38.540596;-121.746765;15.6;1;31.21457;31.225109;1010.100874;1.9964;2.6588;-10.12;0.0468;-0.8034;0.6045
38.5406;-121.746765;15.5;1;31.238245;31.225109;1010.131886;1.9504;2.6956;-10.1384;0.0468;-0.7995;0.6123
38.5406;-121.746758;15.4;1;31.226408;31.225109;1010.032281;2.0056;2.6864;-10.1476;0.0468;-0.7839;0.6162
38.540604;-121.746758;15.3;1;31.244163;31.245251;1010.110281;1.9504;2.6404;-10.166;0.0585;-0.7566;0.6201
38.540604;-121.746758;15.3;1;31.250081;31.245251;1010.084887;1.9412;2.6312;-10.12;0.039;-0.78;0.6006
38.540607;-121.746758;15.7;1;31.250081;31.245251;1010.126125;1.9596;2.6496;-10.0924;0.0546;-0.7722;0.6045
38.540607;-121.746758;15.6;1;31.279669;31.25532;1010.069305;1.9504;2.6312;-10.1108;0.0741;-0.78;0.6396
38.540607;-121.746758;16;1;31.285587;31.25532;1010.059058;1.9964;2.668;-10.1292;0.0507;-0.7956;0.6123
38.540611;-121.746758;15.8;1;31.285587;31.25532;1010.065078;1.9964;2.6772;-10.1108;0.0585;-0.7878;0.5889
38.540611;-121.746758;16;1;31.29742;31.275459;1010.074884;1.9412;2.7232;-10.1936;0.0624;-0.78;0.6045
38.540611;-121.746758;16.4;1;31.29742;31.28553;1010.052154;1.9504;2.6956;-10.1844;0.039;-0.8034;0.5889
38.540615;-121.746758;18.299999;1;31.309253;31.28553;1010.092263;1.9596;2.6312;-10.1568;0.039;-0.78;0.5967
38.540615;-121.746758;19;1;31.31517;31.28553;1010.054379;2.0056;2.714;-10.074;0.0351;-0.7644;0.5967
38.540615;-121.746758;19.5;1;31.327002;31.295601;1010.065287;1.9504;2.6128;-10.0832;0.0819;-0.7917;0.6201
38.540615;-121.746758;19.5;1;31.321086;31.295601;1010.056601;1.978;2.6588;-10.1292;0.0507;-0.7761;0.5928
38.540615;-121.746758;19.9;1;31.344749;31.295601;1010.039876;2.0056;2.6956;-10.166;0.0468;-0.7917;0.6201
38.540615;-121.746758;20.1;1;31.344749;31.295601;1010.0724;1.9688;2.6772;-10.1292;0.0546;-0.7956;0.6045
38.540615;-121.746758;20.5;1;31.362494;31.295601;1010.147703;2.0148;2.622;-10.12;0.0702;-0.8034;0.6162
38.540615;-121.746765;21.1;1;31.356579;31.315741;1010.012887;2.024;2.6864;-10.1752;0.0624;-0.7917;0.6123
38.540615;-121.746765;21.200001;1;31.374323;31.315741;1010.05519;1.9412;2.7048;-10.1292;0.039;-0.7878;0.6045
38.540615;-121.746765;21;1;31.374323;31.315741;1010.085501;1.9504;2.7324;-10.0648;0.0702;-0.7878;0.5928
38.540615;-121.746765;20.9;1;31.380238;31.315741;1010.037347;1.9596;2.6864;-10.166;0.0702;-0.78;0.6396
38.540619;-121.746758;20.299999;1;31.392066;31.325809;1010.02598;1.978;2.668;-10.1568;0.0468;-0.7839;0.6045
38.540619;-121.746758;20;1;31.403893;31.325809;1010.113739;1.9964;2.6312;-10.1108;0.0663;-0.7995;0.6318
38.540619;-121.746758;20.299999;1;31.409807;31.345949;1010.114837;1.9504;2.6312;-10.1016;0.0507;-0.8073;0.6162
38.540623;-121.74675;20.1;1;31.409807;31.35602;1010.012529;1.932;2.714;-10.12;0.0468;-0.7761;0.624
38.540623;-121.74675;21.1;1;31.427547;31.35602;1010.024993;1.9596;2.7048;-10.0556;0.0546;-0.8112;0.5967
38.540619;-121.74675;20;1;31.439372;31.35602;1010.090001;1.978;2.668;-10.1568;0.0429;-0.7839;0.6045
38.540619;-121.74675;20.6;1;31.43346;31.35602;1010.043435;1.9688;2.6772;-10.166;0.0585;-0.7839;0.6318
38.540619;-121.74675;21.5;1;31.463021;31.366091;1010.054291;1.9504;2.6956;-10.166;0.0585;-0.7878;0.6279
38.540615;-121.746758;22.6;1;31.451197;31.38623;1010.035343;1.9412;2.6956;-10.0832;0.0546;-0.7878;0.6162
38.540611;-121.746765;23.299999;1;31.474845;31.38623;1010.123074;1.9504;2.6864;-10.1016;0.0429;-0.7683;0.5967
38.540611;-121.746765;24.5;1;31.480757;31.38623;1010.119284;1.9228;2.6772;-10.1844;0.0624;-0.7761;0.6006
38.540611;-121.746765;24.799999;1;31.486668;31.396299;1010.064613;1.9504;2.6588;-10.1752;0.0546;-0.7917;0.6123
38.540615;-121.746765;24.700001;1;31.492579;31.396299;1010.088437;1.9688;2.7324;-10.1844;0.0468;-0.8034;0.6201
38.540615;-121.746765;26.200001;1;31.49849;31.416439;1010.086817;1.9964;2.6312;-10.1292;0.0663;-0.7839;0.6006
38.540619;-121.746765;26.9;1;31.504401;31.416439;1010.109557;1.9872;2.6312;-10.1108;0.0585;-0.7761;0.6084
38.540619;-121.746765;28.200001;1;31.510312;31.416439;1010.065161;2.0056;2.6588;-10.1292;0.0663;-0.7956;0.5889
38.540619;-121.746758;28.799999;1;31.522132;31.42651;1010.054873;1.9504;2.6772;-10.0832;0.0468;-0.7722;0.6201
38.540623;-121.746758;29.5;1;31.528043;31.436581;1010.125257;1.9504;2.6956;-10.1292;0.0741;-0.78;0.6318
38.540623;-121.746765;30.799999;1;31.545772;31.436581;1010.132287;1.9872;2.668;-10.074;0.0585;-0.7722;0.5967
38.540627;-121.746758;31.5;1;31.533953;31.436581;1010.070565;1.9872;2.6312;-10.1936;0.0429;-0.7878;0.5967
38.540627;-121.746758;31.9;1;31.557591;31.45672;1010.104119;2.0056;2.6588;-10.074;0.0585;-0.7878;0.5928
38.54063;-121.746758;32;1;31.557591;31.45672;1010.062426;1.9872;2.6404;-10.1568;0.0507;-0.7956;0.6279
38.54063;-121.746758;33.299999;1;31.5635;31.45672;1010.047264;1.978;2.668;-10.166;0.0702;-0.819;0.6162
38.54063;-121.746758;33.599998;1;31.569409;31.45672;1010.068366;1.9504;2.714;-10.1016;0.0195;-0.7839;0.6123
38.54063;-121.746758;34;1;31.569409;31.45672;1010.068366;1.9596;2.6864;-10.0832;0.0507;-0.7839;0.5967
38.54063;-121.746758;34.599998;1;31.5635;31.466789;1010.053205;1.9596;2.7232;-10.1108;0.0546;-0.8034;0.6279
38.54063;-121.746758;34.900002;1;31.569409;31.466789;1010.022881;1.978;2.622;-10.1476;0.0663;-0.7761;0.6006
38.54063;-121.746758;35;1;31.575318;31.466789;1010.058069;1.9596;2.6864;-10.0464;0.0429;-0.7917;0.6318
38.54063;-121.746758;35.400002;1;31.581227;31.466789;1010.061285;1.9504;2.6312;-10.1108;0.0351;-0.7761;0.624
38.54063;-121.746765;36.299999;1;31.593043;31.466789;1010.072657;2.0148;2.668;-10.1016;0.0546;-0.7995;0.6279
38.54063;-121.746765;37.099998;1;31.60486;31.486931;1010.08617;1.9688;2.6772;-10.1292;0.0351;-0.78;0.6045
38.540634;-121.746765;37.700001;1;31.616675;31.486931;1010.095889;1.9688;2.668;-10.1568;0.0312;-0.7722;0.585
38.540634;-121.746765;38.299999;1;31.622583;31.497;1010.060703;1.9504;2.6404;-10.1108;0.039;-0.7722;0.6045
38.540634;-121.746765;38.599998;1;31.622583;31.507071;1010.093165;1.9688;2.668;-10.1108;0.0507;-0.7761;0.6162
38.540638;-121.746758;38.299999;1;31.634397;31.507071;1010.042224;1.9688;2.6864;-10.1292;0.0468;-0.7956;0.6084
38.540638;-121.746758;38.599998;1;31.634397;31.52721;1010.099089;2.0148;2.6588;-10.074;0.0741;-0.8112;0.6201
38.540642;-121.74675;38.799999;1;31.640304;31.52721;1010.035707;1.932;2.668;-10.0924;0.0468;-0.8034;0.624
38.540642;-121.74675;37.900002;1;31.66393;31.537279;1010.100614;2.0056;2.6772;-10.074;0.0546;-0.7839;0.6045
38.540642;-121.74675;38.299999;1;31.658024;31.537279;1010.09197;1.978;2.6864;-10.1568;0.0429;-0.8112;0.6279
38.540646;-121.746742;38.299999;1;31.675742;31.537279;1010.098944;1.978;2.6496;-10.0832;0.0546;-0.7761;0.5733
38.540646;-121.746742;38.400002;1;31.675742;31.537279;1010.053448;1.9596;2.6404;-10.0648;0.0507;-0.8151;0.6006
38.540649;-121.746735;38;1;31.687554;31.56749;1010.074521;1.932;2.7784;-10.1568;0.0156;-0.8112;0.5928
38.540649;-121.746735;38;1;31.70527;31.56749;1010.130771;1.978;2.668;-10.1108;0.0507;-0.7839;0.6045
38.540653;-121.746735;38.799999;1;31.711175;31.57756;1010.062524;1.9596;2.668;-10.1384;0.0468;-0.7917;0.6006
38.540653;-121.746735;38.700001;1;31.722984;31.57756;1010.071161;1.9044;2.714;-10.1844;0.0585;-0.7917;0.624
38.540657;-121.746727;39;1;31.717079;31.57756;1010.068423;1.978;2.6864;-10.12;0.0507;-0.7878;0.6123
38.540661;-121.746727;38.299999;1;31.722984;31.607771;1010.061893;1.9596;2.6312;-10.0372;0.0507;-0.7956;0.6084
38.540661;-121.746727;38.099998;1;31.740697;31.5977;1010.076421;1.9964;2.6956;-10.0924;0.039;-0.7917;0.6201
38.540661;-121.746727;37.900002;1;31.746601;31.607771;1010.092638;1.978;2.6496;-10.1476;0.0624;-0.78;0.6279
38.540661;-121.746719;37.5;1;31.746601;31.607771;1010.09643;1.9596;2.668;-10.0832;0.0429;-0.7761;0.6045
38.540665;-121.746719;36.900002;1;31.758408;31.607771;1010.075775;1.9136;2.7416;-10.1476;0.0858;-0.8073;0.6201
38.540668;-121.746719;36.599998;1;31.746601;31.607771;1009.990258;1.9872;2.6496;-10.12;0.0546;-0.7878;0.6045
38.540668;-121.746719;36.599998;1;31.764312;31.607771;1010.012358;1.978;2.6312;-10.1384;0.078;-0.8112;0.6045
38.540668;-121.746719;36.599998;1;31.782021;31.61784;1010.064789;1.9872;2.714;-10.0648;0.0468;-0.7995;0.6123
38.540672;-121.746719;36.599998;1;31.782021;31.61784;1010.033409;2.0148;2.6496;-10.12;0.0507;-0.7917;0.585
38.540672;-121.746712;35.299999;1;31.782021;31.63798;1010.053413;1.932;2.668;-10.166;0.0468;-0.8034;0.6201
38.540672;-121.746712;34.900002;1;31.782021;31.64805;1010.023076;2.0056;2.6404;-10.1292;0.0429;-0.7956;0.6045
38.540676;-121.746704;35.200001;1;31.805631;31.64805;1010.042412;1.9504;2.7232;-10.1292;0.0507;-0.7995;0.6123
38.540676;-121.746704;36.5;1;31.823337;31.64805;1010.068283;1.9964;2.6772;-10.1568;0.078;-0.7761;0.6084
38.540676;-121.746704;36.700001;1;31.823337;31.66819;1010.060699;1.932;2.7048;-10.1752;0.0507;-0.7878;0.5967
38.540676;-121.746704;37.799999;1;31.823337;31.66819;1010.064491;1.9872;2.6036;-10.074;0.0468;-0.7956;0.624
38.540676;-121.746704;38.700001;1;31.83514;31.678261;1010.077943;1.9596;2.622;-10.0464;0.0546;-0.7839;0.624
38.540676;-121.746712;39.599998;1;31.841042;31.678261;1010.060016;1.9688;2.668;-10.1108;0.0585;-0.7917;0.6045
38.540676;-121.746712;40.700001;1;31.858744;31.678261;1010.100012;1.9136;2.668;-10.166;0.078;-0.8307;0.6084
38.540676;-121.746719;42.5;1;31.864645;31.68833;1010.105871;1.9688;2.6956;-10.1108;0.0585;-0.7995;0.6045
38.540676;-121.746719;43.099998;1;31.876446;31.68833;1010.100349;1.978;2.6496;-10.0556;0.0429;-0.7878;0.5967
38.54068;-121.746719;42.400002;1;31.864645;31.68833;1010.033808;1.9688;2.6404;-10.1108;0.0702;-0.7995;0.6045
38.540684;-121.746712;41.400002;1;31.882346;31.68833;1010.146894;1.9504;2.6496;-10.166;0.0585;-0.8034;0.6123
38.540684;-121.746712;40.799999;1;31.870545;31.68833;1010.082414;1.978;2.6956;-10.12;0.0468;-0.8034;0.6279
38.540688;-121.746712;39.799999;1;31.888246;31.678261;1010.098616;1.9872;2.6496;-10.1292;0.0702;-0.7722;0.6084
38.540691;-121.746712;39.099998;1;31.894146;31.678261;1010.088265;1.978;2.6588;-10.0924;0.0546;-0.7917;0.6279
38.540691;-121.746704;38.5;1;31.900045;31.678261;1010.058948;1.9872;2.6312;-10.166;0.0585;-0.7917;0.5928
38.540691;-121.746704;38.099998;1;31.905945;31.678261;1010.052389;1.978;2.6956;-10.1568;0.0585;-0.7839;0.624
38.540691;-121.746704;38.5;1;31.911844;31.678261;1010.049621;2.0056;2.6772;-10.1568;0.0429;-0.7566;0.6162
38.540695;-121.746704;38.299999;1;31.923642;31.68833;1010.116155;1.9872;2.6404;-10.12;0.0546;-0.7722;0.624
38.540695;-121.746704;37.5;1;31.911844;31.68833;1010.049621;2.0332;2.6864;-10.1844;0.0663;-0.7722;0.624
38.540695;-121.746704;36.700001;1;31.929541;31.68833;1010.031679;1.9596;2.6864;-10.1476;0.0468;-0.8034;0.6045
38.540699;-121.746704;34.599998;1;31.929541;31.708469;1010.094419;1.9872;2.6404;-10.1292;0.0351;-0.7839;0.6162
38.540695;-121.746704;34.200001;1;31.935439;31.708469;1010.030954;1.9504;2.7232;-10.0556;0.0468;-0.7878;0.6084
38.540695;-121.746704;34.299999;1;31.947236;31.71854;1010.047149;1.9688;2.6772;-10.1384;0.0468;-0.7683;0.6084
38.540695;-121.746704;33.900002;1;31.959032;31.71854;1010.09573;1.978;2.6772;-10.1476;0.0468;-0.7956;0.6084
38.540695;-121.746696;32.5;1;31.953134;31.73868;1010.041602;1.9872;2.7232;-10.1752;0.0624;-0.7683;0.6279
38.540699;-121.746696;31.200001;1;31.970828;31.73868;1010.032258;1.932;2.6496;-10.1936;0.0429;-0.7683;0.6123
38.540699;-121.746696;30.5;1;31.976725;31.73868;1010.091196;1.9964;2.7416;-10.1016;0.0585;-0.7995;0.5928
38.540699;-121.746696;30.200001;1;31.982622;31.73868;1010.096006;1.9596;2.6956;-10.12;0.0546;-0.7956;0.6006
38.540699;-121.746696;29.6;1;31.98852;31.73868;1010.095255;1.9504;2.6128;-10.1292;0.0507;-0.8073;0.6162
38.540699;-121.746696;29.200001;1;31.982622;31.73868;1010.020131;1.978;2.668;-10.1108;0.0546;-0.7839;0.585
38.540703;-121.746696;28.700001;1;32.000313;31.75882;1010.057316;1.978;2.668;-10.166;0.0312;-0.7878;0.585
38.540699;-121.746696;29;1;32.018003;31.748751;1009.961457;1.9964;2.6588;-10.1476;0.0429;-0.7917;0.6045
38.540699;-121.746704;29.299999;1;32.012106;31.75882;1010.032782;1.9504;2.6588;-10.1016;0.0546;-0.78;0.6084
38.540699;-121.746704;29.1;1;32.023899;31.75882;1010.08033;1.9596;2.7508;-10.12;0.0546;-0.7878;0.6162
38.540699;-121.746704;29.4;1;32.035691;31.778959;1010.06136;1.9504;2.668;-10.1016;0.0702;-0.7917;0.6396
38.540699;-121.746704;29.6;1;32.041586;31.778959;1010.053001;1.978;2.6956;-10.1844;0.0468;-0.7839;0.6201
38.540699;-121.746704;29.6;1;32.041586;31.778959;1010.060589;1.9504;2.6496;-10.0648;0.0507;-0.7839;0.624
38.540699;-121.746704;29.700001;1;32.053377;31.778959;1010.086372;1.9228;2.6404;-10.1384;0.0546;-0.7761;0.6201
38.540699;-121.746712;31;1;32.059272;31.778959;1010.056017;1.9964;2.6772;-10.0556;0.039;-0.78;0.585
38.540699;-121.746712;31.1;1;32.065167;31.80917;1010.053227;1.978;2.6312;-10.0648;0.0507;-0.7878;0.624
38.540699;-121.746712;31.5;1;32.076957;31.78903;1010.070409;1.9964;2.668;-10.1016;0.039;-0.78;0.6084
38.540699;-121.746712;31.299999;1;32.082851;31.80917;1010.072411;1.9872;2.622;-10.1108;0.0468;-0.8034;0.6279
38.540695;-121.746719;31.5;1;32.088745;31.80917;1010.083795;1.9872;2.668;-10.1384;0.0312;-0.78;0.5889
38.540695;-121.746719;31.6;1;32.09464;31.819241;1010.092384;1.978;2.6404;-10.12;0.0663;-0.7878;0.624
38.540695;-121.746719;31.6;1;32.106427;31.829309;1010.03167;1.9596;2.6864;-10.1108;0.0468;-0.78;0.624
38.540695;-121.746719;31.5;1;32.112321;31.829309;1010.076405;1.9688;2.668;-10.1384;0.0507;-0.7839;0.6318
38.540695;-121.746719;31.799999;1;32.118214;31.849449;1010.084991;1.9504;2.622;-10.12;0.0663;-0.7878;0.6396
38.540695;-121.746719;32.299999;1;32.118214;31.849449;1010.009095;1.932;2.6956;-10.1568;0.0546;-0.7995;0.5967
38.540695;-121.746719;31.6;1;32.135894;31.85952;1010.084181;1.9596;2.7416;-10.12;0.0468;-0.7722;0.624
38.540695;-121.746719;31.4;1;32.135894;31.85952;1010.057616;1.9688;2.6864;-10.166;0.0741;-0.7722;0.6123
38.540691;-121.746719;32.099998;1;32.159464;31.87966;1010.137485;1.9596;2.6036;-10.1384;0.0546;-0.78;0.5928
38.540691;-121.746719;31.799999;1;32.165356;31.87966;1010.11191;1.9688;2.6864;-10.12;0.0663;-0.8073;0.5967
38.540691;-121.746719;31.5;1;32.165356;31.88973;1010.084353;1.9504;2.6864;-10.0924;0.0585;-0.7917;0.6084
38.540695;-121.746719;31.1;1;32.165356;31.88973;1010.080558;1.9688;2.7048;-10.1384;0.0624;-0.8112;0.6279
38.540695;-121.746719;30.799999;1;32.17714;31.899799;1010.08732;1.9412;2.7048;-10.1016;0.0663;-0.7995;0.6006
38.540695;-121.746719;31.1;1;32.17714;31.88973;1010.083525;1.9228;2.6772;-10.028;0.0351;-0.7839;0.6045
38.540695;-121.746719;31.200001;1;32.165356;31.899799;1010.05415;1.978;2.622;-10.074;0.0468;-0.7995;0.5967
38.540695;-121.746719;31;1;32.183032;31.899799;1010.05415;1.9872;2.6496;-10.12;0.0507;-0.8034;0.5967
38.540695;-121.746727;30.799999;1;32.194815;31.899799;1010.086485;1.9596;2.7048;-10.1292;0.0507;-0.7839;0.5967
38.540695;-121.746727;30.799999;1;32.218379;31.919941;1010.021962;1.978;2.668;-10.0832;0.0585;-0.8112;0.5928
38.540695;-121.746727;31.200001;1;32.200706;31.919941;1010.019151;1.9964;2.7048;-10.1016;0.0546;-0.7761;0.5889
38.540695;-121.746727;31.200001;1;32.206597;31.93001;1010.050498;1.9688;2.6404;-10.1108;0.0546;-0.78;0.585
38.540695;-121.746727;31.6;1;32.230159;31.93001;1010.065811;1.9504;2.6864;-10.1568;0.078;-0.8034;0.5928
38.540695;-121.746727;32;1;32.230159;31.93001;1010.100952;1.978;2.6772;-10.0924;0.0585;-0.7839;0.6006
38.540695;-121.746727;32.299999;1;32.24194;31.940081;1010.067769;1.9688;2.6864;-10.1108;0.0507;-0.7761;0.6279
38.540695;-121.746727;32.200001;1;32.24194;31.940081;1010.029811;1.9688;2.6496;-10.12;0.0351;-0.7761;0.5811
38.540695;-121.746727;32.200001;1;32.24194;31.96022;1010.060178;1.9596;2.6956;-10.1752;0.0468;-0.8034;0.6084
38.540695;-121.746727;32.099998;1;32.259609;31.970289;1010.075472;1.9596;2.668;-10.1568;0.0429;-0.7878;0.6084
38.540695;-121.746727;32.400002;1;32.265498;31.970289;1010.045104;1.9872;2.6864;-10.1108;0.0663;-0.7761;0.6318
38.540695;-121.746727;32.5;1;32.271387;31.970289;1010.091631;2.0148;2.668;-10.0832;0.0546;-0.7839;0.6474
38.540695;-121.746727;32.700001;1;32.283165;31.990431;1010.111585;1.978;2.7416;-10.1016;0.0702;-0.7683;0.624
38.540695;-121.746727;32.099998;1;32.283165;31.990431;1010.067005;1.9872;2.6404;-10.12;0.0546;-0.7878;0.6123
38.540695;-121.746727;32.099998;1;32.294943;32.0005;1010.084133;1.9964;2.6772;-10.1016;0.0585;-0.8073;0.6279
38.540695;-121.746727;32.099998;1;32.300831;32.010571;1010.069919;1.9872;2.7048;-10.0832;0.0468;-0.7917;0.6084
38.540691;-121.746727;32.200001;1;32.300831;32.010571;1010.009179;1.9504;2.6772;-10.1752;0.0624;-0.7761;0.624
38.540691;-121.746727;32;1;32.306719;32.010571;1010.040518;1.9412;2.6496;-10.0924;0.039;-0.8034;0.5967
38.540691;-121.746727;31.9;1;32.312607;32.030708;1010.033894;1.9504;2.668;-10.074;0.0546;-0.7878;0.5967
38.540691;-121.746727;32.099998;1;32.324383;32.030708;1010.066199;1.932;2.714;-10.2028;0.0507;-0.7839;0.6084
38.540691;-121.746727;32.099998;1;32.324383;32.030708;1010.05481;1.978;2.6864;-10.12;0.0507;-0.7683;0.6084
38.540691;-121.746727;31.9;1;32.342045;32.010571;1010.099468;1.9872;2.668;-10.1016;0.0429;-0.7995;0.5889
38.540691;-121.746727;31.700001;1;32.336158;32.030708;1010.068131;1.9136;2.7324;-10.1016;0.0624;-0.7761;0.6201
38.540691;-121.746727;31.5;1;32.342045;32.030708;1010.042519;1.978;2.6772;-10.1292;0.039;-0.7878;0.6162
38.540691;-121.746727;31.200001;1;32.347932;32.030708;1010.062466;1.9688;2.668;-10.1016;0.0468;-0.7761;0.585
38.540691;-121.746727;31.299999;1;32.365592;32.030708;1010.095726;1.9688;2.6404;-10.1292;0.0624;-0.7956;0.6123
38.540688;-121.746727;31.700001;1;32.371479;32.040779;1010.100483;1.9872;2.6312;-10.0924;0.0546;-0.78;0.6123
38.540688;-121.746727;31.5;1;32.371479;32.040779;1010.047328;1.9872;2.668;-10.0924;0.0546;-0.8034;0.6123
38.540688;-121.746727;31.6;1;32.377365;32.060921;1010.04449;1.978;2.6864;-10.1476;0.0507;-0.7878;0.6045
38.540688;-121.746727;31.4;1;32.383251;32.070992;1010.053043;1.932;2.6956;-10.0556;0.0507;-0.7722;0.5811
38.540684;-121.746735;32;1;32.395023;32.070992;1010.081536;1.9596;2.6404;-10.0648;0.0507;-0.7917;0.5889
38.540684;-121.746735;31.700001;1;32.400909;32.070992;1010.055913;1.9964;2.6864;-10.0648;0.0468;-0.7878;0.6084
38.540684;-121.746727;31.6;1;32.406794;32.081059;1009.997046;1.9688;2.6496;-10.1108;0.0585;-0.7995;0.6123
38.540684;-121.746727;31.5;1;32.418564;32.081059;1010.058776;1.9504;2.6956;-10.1384;0.039;-0.7761;0.6084
38.540684;-121.746727;31;1;32.430334;32.081059;1010.060681;1.932;2.7416;-10.1292;0.0624;-0.8073;0.6045
38.540684;-121.746727;31;1;32.430334;32.1012;1010.060681;1.9504;2.668;-10.12;0.0468;-0.7878;0.624
38.540684;-121.746727;30.9;1;32.442103;32.1012;1010.054037;1.9964;2.6496;-10.1384;0.0429;-0.7878;0.5928
38.54068;-121.746727;30.799999;1;32.442103;32.1012;1010.058785;1.9504;2.668;-10.0924;0.0507;-0.7839;0.6123
38.54068;-121.746719;30.700001;1;32.453872;32.1012;1010.102455;1.9228;2.6588;-10.1016;0.0468;-0.7995;0.6045
38.540676;-121.746719;31;1;32.453872;32.111271;1010.054988;2.0148;2.7416;-10.1384;0.0507;-0.7761;0.6006
38.540676;-121.746719;31.5;1;32.459756;32.111271;1010.080618;1.9688;2.622;-10.0556;0.039;-0.7917;0.6045
38.540676;-121.746719;31.6;1;32.453872;32.131409;1010.037898;1.978;2.6588;-10.1568;0.0624;-0.7917;0.6201
38.540676;-121.746719;31.6;1;32.465639;32.131409;1010.073971;1.9596;2.6588;-10.2304;0.0312;-0.7722;0.5889
38.540676;-121.746719;31.6;1;32.477407;32.141479;1010.049279;2.024;2.6772;-10.074;0.0624;-0.7722;0.624
38.540676;-121.746719;31.6;1;32.489173;32.141479;1010.092942;1.9412;2.6588;-10.0832;0.0507;-0.7995;0.6123
38.540676;-121.746719;31.700001;1;32.500939;32.15155;1010.07204;1.978;2.668;-10.1476;0.0429;-0.7956;0.585
38.540672;-121.746719;31.799999;1;32.495056;32.15155;1010.074896;1.9504;2.6956;-10.1016;0.0507;-0.7956;0.6084
38.540672;-121.746719;31.9;1;32.512704;32.171692;1010.111902;1.9688;2.6588;-10.1384;0.0468;-0.8034;0.624
38.540672;-121.746719;32;1;32.512704;32.15155;1010.104306;1.9872;2.6772;-10.0832;0.0585;-0.7878;0.6123
38.540672;-121.746719;32.400002;1;32.512704;32.171692;1010.070124;2.024;2.6496;-10.12;0.0585;-0.7917;0.6279
38.540672;-121.746719;32.700001;1;32.524469;32.171692;1010.136569;1.9596;2.6404;-10.0924;0.0507;-0.7995;0.6123
38.540668;-121.746719;33.200001;1;32.536233;32.181759;1010.115657;1.9964;2.7508;-10.1568;0.0585;-0.7878;0.6201
